Time,Well,RFUs,Well_Type,Energy_Solution,Lysate_Owner,Plate_Reader_Protocol,Plate_Reader,Reaction_Temp_C,Gain,Date,GFP_uM,Calibration_Model,Mini Growth Time,Midi OD600,Midi Growth Time,Maxi Growth Time,Total Culture Volume ,Harvest OD600,Cell Pellet Mass,S30A Volume Added,Freeze Speed,Thaw time,Pellet Mass : S30A Vol. Ratio,Total Resuspension Volume,Sonication Vessel Volume,Sonication Aliquot Volume,Pellet Mass : S30A Vol. Ratio at Sonication,Sonication Programme,Clarified S30 Extract Volume,S12 Extract Clarity,Lysate_Inventory_Record,RFUs_Baseline_Subtracted
642,C3,368,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.38261456046534,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
644,C3,380,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.392682227356733,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
646,C3,373,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.386820198384775,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
648,C3,376,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.389336185761322,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
650,C3,359,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.3750054609185,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
652,C3,375,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.388498138762997,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
654,C3,381,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.393517202914832,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
656,C3,384,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.396018451599221,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
658,C3,369,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.383456922253217,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
660,C3,380,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.392682227356733,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
662,C3,374,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.387659476421396,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
664,C3,374,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.387659476421396,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
666,C3,377,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.390173617768114,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
668,C3,384,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.396018451599221,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
670,C3,383,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.395185314684333,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
672,C3,381,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.393517202914832,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
674,C3,385,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.396850976336527,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
676,C3,381,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.393517202914832,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
678,C3,382,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.394351565240117,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
680,C3,392,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.402661538071824,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
682,C3,392,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.402661538071824,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
684,C3,375,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.388498138762997,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
686,C3,376,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.389336185761322,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
688,C3,388,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.399344881000385,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
690,C3,397,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.406793651367457,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
692,C3,378,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.391010435135118,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
694,C3,389,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.400174960544797,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
696,C3,385,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.396850976336527,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
698,C3,395,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.405142631326153,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
700,C3,389,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.400174960544797,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
702,C3,369,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.383456922253217,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
704,C3,391,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.401833288728773,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
706,C3,385,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.396850976336527,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
708,C3,390,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.401004429670345,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
710,C3,394,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.40431620901877,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
712,C3,390,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.401004429670345,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
714,C3,393,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.403489178051241,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
716,C3,394,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.40431620901877,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
718,C3,381,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.393517202914832,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
720,C3,385,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.396850976336527,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
0,C5,52,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0836349993272458,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
2,C5,53,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0846900939325374,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
4,C5,49,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0804653403654069,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
6,C5,53,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0846900939325374,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
8,C5,48,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0794073278236601,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
10,C5,50,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0815226228954243,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
12,C5,47,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0783485849184402,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
14,C5,57,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0889031898235959,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
16,C5,40,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0709169048581814,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
18,C5,52,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0836349993272458,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
20,C5,49,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0804653403654069,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
22,C5,51,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.082579175765456,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
24,C5,49,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0804653403654069,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
26,C5,59,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0910053731754726,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
28,C5,55,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0867980976806008,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
30,C5,47,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0783485849184402,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
32,C5,51,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.082579175765456,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
34,C5,46,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0772891112980035,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
36,C5,42,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0730439026292139,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
38,C5,39,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0698523063824027,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
40,C5,35,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0655865736701847,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
42,C5,40,s70_GFP_uM,Lysate_Characterisation_1,Tony Bougas,Timecourse_GFP,Synergy H1_22060313,29,50,2023-02-04,0.0709169048581814,GFP_uM_Polynomial_Sarah_Oct_22,8,4.4,12,3.5,0.8,2,6.5,8.5,Fast Freeze (Liquid Nitrogen),15,1.5X,14,50 mL Glass Beaker,14,1X,Batch Scaled (10s on 10s off 70% Amp. 3000J per 14 ml),8,Clear,Lysate_003,
