,Time,Well,RFUs,Well_Type,Lysate_Inventory_Record,Energy_Solution,Plate_Reader_Protocol,Plate_Reader,Reaction_Temp_C,Gain,Date
187,06:14:03,B2,305,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
188,06:16:03,B2,287,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
189,06:18:03,B2,299,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
190,06:20:03,B2,285,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
191,06:22:03,B2,295,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
192,06:24:03,B2,286,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
193,06:26:03,B2,301,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
194,06:28:03,B2,287,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
195,06:30:03,B2,274,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
196,06:32:03,B2,298,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
197,06:34:03,B2,300,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
198,06:36:03,B2,298,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
199,06:38:03,B2,294,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
200,06:40:03,B2,293,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
201,06:42:03,B2,303,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
202,06:44:03,B2,313,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
203,06:46:03,B2,302,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
204,06:48:03,B2,296,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
205,06:50:03,B2,301,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
206,06:52:03,B2,306,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
207,06:54:03,B2,303,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
208,06:56:03,B2,313,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
209,06:58:03,B2,295,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
210,07:00:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
211,07:02:03,B2,298,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
212,07:04:03,B2,307,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
213,07:06:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
214,07:08:03,B2,308,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
215,07:10:03,B2,320,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
216,07:12:03,B2,328,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
217,07:14:03,B2,321,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
218,07:16:03,B2,297,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
219,07:18:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
220,07:20:03,B2,322,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
221,07:22:03,B2,308,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
222,07:24:03,B2,314,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
223,07:26:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
224,07:28:03,B2,317,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
225,07:30:03,B2,310,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
226,07:32:03,B2,327,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
227,07:34:03,B2,317,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
228,07:36:03,B2,310,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
229,07:38:03,B2,298,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
230,07:40:03,B2,320,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
231,07:42:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
232,07:44:03,B2,320,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
233,07:46:03,B2,320,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
234,07:48:03,B2,318,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
235,07:50:03,B2,314,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
236,07:52:03,B2,304,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
237,07:54:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
238,07:56:03,B2,327,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
239,07:58:03,B2,313,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
240,08:00:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
241,08:02:03,B2,317,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
242,08:04:03,B2,324,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
243,08:06:03,B2,309,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
244,08:08:03,B2,321,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
245,08:10:03,B2,324,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
246,08:12:03,B2,321,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
247,08:14:03,B2,308,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
248,08:16:03,B2,322,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
249,08:18:03,B2,340,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
250,08:20:03,B2,336,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
251,08:22:03,B2,323,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
252,08:24:03,B2,324,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
253,08:26:03,B2,339,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
254,08:28:03,B2,314,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
255,08:30:03,B2,323,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
256,08:32:03,B2,314,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
257,08:34:03,B2,328,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
258,08:36:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
259,08:38:03,B2,328,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
260,08:40:03,B2,322,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
261,08:42:03,B2,323,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
262,08:44:03,B2,329,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
263,08:46:03,B2,318,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
264,08:48:03,B2,322,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
265,08:50:03,B2,327,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
266,08:52:03,B2,324,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
267,08:54:03,B2,329,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
268,08:56:03,B2,308,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
269,08:58:03,B2,307,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
270,09:00:03,B2,318,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
271,09:02:03,B2,316,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
272,09:04:03,B2,323,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
273,09:06:03,B2,323,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
274,09:08:03,B2,317,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
275,09:10:03,B2,308,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
276,09:12:03,B2,315,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
277,09:14:03,B2,308,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
278,09:16:03,B2,304,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
279,09:18:03,B2,314,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
280,09:20:03,B2,314,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
281,09:22:03,B2,318,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
282,09:24:03,B2,318,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
283,09:26:03,B2,316,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
284,09:28:03,B2,316,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
285,09:30:03,B2,309,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
286,09:32:03,B2,310,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
287,09:34:03,B2,316,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
288,09:36:03,B2,315,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
289,09:38:03,B2,309,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
290,09:40:03,B2,316,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
291,09:42:03,B2,316,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
292,09:44:03,B2,313,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
293,09:46:03,B2,304,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
294,09:48:03,B2,299,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
295,09:50:03,B2,310,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
296,09:52:03,B2,304,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
297,09:54:03,B2,304,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
298,09:56:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
299,09:58:03,B2,313,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
300,10:00:03,B2,309,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
301,10:02:03,B2,310,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
302,10:04:03,B2,315,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
303,10:06:03,B2,308,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
304,10:08:03,B2,305,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
305,10:10:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
306,10:12:03,B2,310,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
307,10:14:03,B2,313,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
308,10:16:03,B2,319,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
309,10:18:03,B2,314,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
310,10:20:03,B2,313,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
311,10:22:03,B2,310,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
312,10:24:03,B2,318,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
313,10:26:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
314,10:28:03,B2,314,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
315,10:30:03,B2,314,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
316,10:32:03,B2,319,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
317,10:34:03,B2,312,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
318,10:36:03,B2,314,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
319,10:38:03,B2,320,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
320,10:40:03,B2,306,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
321,10:42:03,B2,315,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
322,10:44:03,B2,310,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
323,10:46:03,B2,322,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
324,10:48:03,B2,319,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
325,10:50:03,B2,320,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
326,10:52:03,B2,307,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
327,10:54:03,B2,306,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
328,10:56:03,B2,309,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
329,10:58:03,B2,316,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
330,11:00:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
331,11:02:03,B2,314,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
332,11:04:03,B2,310,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
333,11:06:03,B2,312,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
334,11:08:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
335,11:10:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
336,11:12:03,B2,317,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
337,11:14:03,B2,320,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
338,11:16:03,B2,320,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
339,11:18:03,B2,318,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
340,11:20:03,B2,316,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
341,11:22:03,B2,303,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
342,11:24:03,B2,309,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
343,11:26:03,B2,317,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
344,11:28:03,B2,323,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
345,11:30:03,B2,316,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
346,11:32:03,B2,316,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
347,11:34:03,B2,313,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
348,11:36:03,B2,308,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
349,11:38:03,B2,308,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
350,11:40:03,B2,311,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
351,11:42:03,B2,318,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
352,11:44:03,B2,308,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
353,11:46:03,B2,315,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
354,11:48:03,B2,299,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
355,11:50:03,B2,325,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
356,11:52:03,B2,317,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
357,11:54:03,B2,315,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
358,11:56:03,B2,295,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
359,11:58:03,B2,319,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
360,12:00:03,B2,324,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
361,00:00:03,B4,115,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
362,00:02:03,B4,111,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
363,00:04:03,B4,106,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
364,00:06:03,B4,103,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
365,00:08:03,B4,105,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
366,00:10:03,B4,105,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
367,00:12:03,B4,88,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
368,00:14:03,B4,98,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
369,00:16:03,B4,103,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
370,00:18:03,B4,96,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
371,00:20:03,B4,109,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
372,00:22:03,B4,97,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
373,00:24:03,B4,98,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
374,00:26:03,B4,89,Experiment,Lysate_005,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16
