Time,Well,RFUs,Well_Type,Lysate_Inventory_Record,Energy_Solution,Plate_Reader_Protocol,Plate_Reader,Reaction_Temp_C,Gain,Date,GFP_uM,Calibration_Model
544.0,B2,323,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.34406351186701695,GFP_uM_Polynomial_Sarah_Oct_22
546.0,B2,323,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.34406351186701695,GFP_uM_Polynomial_Sarah_Oct_22
548.0,B2,317,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3388271256778554,GFP_uM_Polynomial_Sarah_Oct_22
550.0,B2,308,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33092960990359593,GFP_uM_Polynomial_Sarah_Oct_22
552.0,B2,315,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33707658141143787,GFP_uM_Polynomial_Sarah_Oct_22
554.0,B2,308,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33092960990359593,GFP_uM_Polynomial_Sarah_Oct_22
556.0,B2,304,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.32740300647229686,GFP_uM_Polynomial_Sarah_Oct_22
558.0,B2,314,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33620035478225163,GFP_uM_Polynomial_Sarah_Oct_22
560.0,B2,314,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33620035478225163,GFP_uM_Polynomial_Sarah_Oct_22
562.0,B2,318,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33970144401857416,GFP_uM_Polynomial_Sarah_Oct_22
564.0,B2,318,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33970144401857416,GFP_uM_Polynomial_Sarah_Oct_22
566.0,B2,316,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3379521715927245,GFP_uM_Polynomial_Sarah_Oct_22
568.0,B2,316,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3379521715927245,GFP_uM_Polynomial_Sarah_Oct_22
570.0,B2,309,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33180966260679745,GFP_uM_Polynomial_Sarah_Oct_22
572.0,B2,310,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3326890767516371,GFP_uM_Polynomial_Sarah_Oct_22
574.0,B2,316,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3379521715927245,GFP_uM_Polynomial_Sarah_Oct_22
576.0,B2,315,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33707658141143787,GFP_uM_Polynomial_Sarah_Oct_22
578.0,B2,309,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33180966260679745,GFP_uM_Polynomial_Sarah_Oct_22
580.0,B2,316,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3379521715927245,GFP_uM_Polynomial_Sarah_Oct_22
582.0,B2,316,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3379521715927245,GFP_uM_Polynomial_Sarah_Oct_22
584.0,B2,313,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3353234913534222,GFP_uM_Polynomial_Sarah_Oct_22
586.0,B2,304,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.32740300647229686,GFP_uM_Polynomial_Sarah_Oct_22
588.0,B2,299,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.32298034241078455,GFP_uM_Polynomial_Sarah_Oct_22
590.0,B2,310,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3326890767516371,GFP_uM_Polynomial_Sarah_Oct_22
592.0,B2,304,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.32740300647229686,GFP_uM_Polynomial_Sarah_Oct_22
594.0,B2,304,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.32740300647229686,GFP_uM_Polynomial_Sarah_Oct_22
596.0,B2,311,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33356785268985867,GFP_uM_Polynomial_Sarah_Oct_22
598.0,B2,313,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3353234913534222,GFP_uM_Polynomial_Sarah_Oct_22
600.0,B2,309,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33180966260679745,GFP_uM_Polynomial_Sarah_Oct_22
602.0,B2,310,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3326890767516371,GFP_uM_Polynomial_Sarah_Oct_22
604.0,B2,315,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33707658141143787,GFP_uM_Polynomial_Sarah_Oct_22
606.0,B2,308,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33092960990359593,GFP_uM_Polynomial_Sarah_Oct_22
608.0,B2,305,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.32828561692638303,GFP_uM_Polynomial_Sarah_Oct_22
610.0,B2,311,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33356785268985867,GFP_uM_Polynomial_Sarah_Oct_22
612.0,B2,310,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3326890767516371,GFP_uM_Polynomial_Sarah_Oct_22
614.0,B2,313,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3353234913534222,GFP_uM_Polynomial_Sarah_Oct_22
616.0,B2,319,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.34057512696662456,GFP_uM_Polynomial_Sarah_Oct_22
618.0,B2,314,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33620035478225163,GFP_uM_Polynomial_Sarah_Oct_22
620.0,B2,313,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3353234913534222,GFP_uM_Polynomial_Sarah_Oct_22
622.0,B2,310,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3326890767516371,GFP_uM_Polynomial_Sarah_Oct_22
624.0,B2,318,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33970144401857416,GFP_uM_Polynomial_Sarah_Oct_22
626.0,B2,311,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33356785268985867,GFP_uM_Polynomial_Sarah_Oct_22
628.0,B2,314,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33620035478225163,GFP_uM_Polynomial_Sarah_Oct_22
630.0,B2,314,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33620035478225163,GFP_uM_Polynomial_Sarah_Oct_22
632.0,B2,319,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.34057512696662456,GFP_uM_Polynomial_Sarah_Oct_22
634.0,B2,312,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33444599077320575,GFP_uM_Polynomial_Sarah_Oct_22
636.0,B2,314,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33620035478225163,GFP_uM_Polynomial_Sarah_Oct_22
638.0,B2,320,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.34144817487375034,GFP_uM_Polynomial_Sarah_Oct_22
640.0,B2,306,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3291675874151324,GFP_uM_Polynomial_Sarah_Oct_22
642.0,B2,315,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33707658141143787,GFP_uM_Polynomial_Sarah_Oct_22
644.0,B2,310,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3326890767516371,GFP_uM_Polynomial_Sarah_Oct_22
646.0,B2,322,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3431923669722028,GFP_uM_Polynomial_Sarah_Oct_22
648.0,B2,319,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.34057512696662456,GFP_uM_Polynomial_Sarah_Oct_22
650.0,B2,320,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.34144817487375034,GFP_uM_Polynomial_Sarah_Oct_22
652.0,B2,307,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3300489182902888,GFP_uM_Polynomial_Sarah_Oct_22
654.0,B2,306,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3291675874151324,GFP_uM_Polynomial_Sarah_Oct_22
656.0,B2,309,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33180966260679745,GFP_uM_Polynomial_Sarah_Oct_22
658.0,B2,316,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3379521715927245,GFP_uM_Polynomial_Sarah_Oct_22
660.0,B2,311,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33356785268985867,GFP_uM_Polynomial_Sarah_Oct_22
662.0,B2,314,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33620035478225163,GFP_uM_Polynomial_Sarah_Oct_22
664.0,B2,310,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3326890767516371,GFP_uM_Polynomial_Sarah_Oct_22
666.0,B2,312,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33444599077320575,GFP_uM_Polynomial_Sarah_Oct_22
668.0,B2,311,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33356785268985867,GFP_uM_Polynomial_Sarah_Oct_22
670.0,B2,311,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33356785268985867,GFP_uM_Polynomial_Sarah_Oct_22
672.0,B2,317,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3388271256778554,GFP_uM_Polynomial_Sarah_Oct_22
674.0,B2,320,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.34144817487375034,GFP_uM_Polynomial_Sarah_Oct_22
676.0,B2,320,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.34144817487375034,GFP_uM_Polynomial_Sarah_Oct_22
678.0,B2,318,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33970144401857416,GFP_uM_Polynomial_Sarah_Oct_22
680.0,B2,316,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3379521715927245,GFP_uM_Polynomial_Sarah_Oct_22
682.0,B2,303,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3265197557011302,GFP_uM_Polynomial_Sarah_Oct_22
684.0,B2,309,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33180966260679745,GFP_uM_Polynomial_Sarah_Oct_22
686.0,B2,317,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3388271256778554,GFP_uM_Polynomial_Sarah_Oct_22
688.0,B2,323,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.34406351186701695,GFP_uM_Polynomial_Sarah_Oct_22
690.0,B2,316,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3379521715927245,GFP_uM_Polynomial_Sarah_Oct_22
692.0,B2,316,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3379521715927245,GFP_uM_Polynomial_Sarah_Oct_22
694.0,B2,313,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3353234913534222,GFP_uM_Polynomial_Sarah_Oct_22
696.0,B2,308,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33092960990359593,GFP_uM_Polynomial_Sarah_Oct_22
698.0,B2,308,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33092960990359593,GFP_uM_Polynomial_Sarah_Oct_22
700.0,B2,311,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33356785268985867,GFP_uM_Polynomial_Sarah_Oct_22
702.0,B2,318,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33970144401857416,GFP_uM_Polynomial_Sarah_Oct_22
704.0,B2,308,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33092960990359593,GFP_uM_Polynomial_Sarah_Oct_22
706.0,B2,315,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33707658141143787,GFP_uM_Polynomial_Sarah_Oct_22
708.0,B2,299,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.32298034241078455,GFP_uM_Polynomial_Sarah_Oct_22
710.0,B2,325,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3458039011065397,GFP_uM_Polynomial_Sarah_Oct_22
712.0,B2,317,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3388271256778554,GFP_uM_Polynomial_Sarah_Oct_22
714.0,B2,315,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.33707658141143787,GFP_uM_Polynomial_Sarah_Oct_22
716.0,B2,295,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.3194306559076538,GFP_uM_Polynomial_Sarah_Oct_22
718.0,B2,319,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.34057512696662456,GFP_uM_Polynomial_Sarah_Oct_22
720.0,B2,324,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.34493402312788135,GFP_uM_Polynomial_Sarah_Oct_22
0.0,B4,115,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.1486969624699928,GFP_uM_Polynomial_Sarah_Oct_22
2.0,B4,111,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.14465037314113482,GFP_uM_Polynomial_Sarah_Oct_22
4.0,B4,106,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.13957619926056447,GFP_uM_Polynomial_Sarah_Oct_22
6.0,B4,103,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.13652317819812476,GFP_uM_Polynomial_Sarah_Oct_22
8.0,B4,105,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.13855923600441347,GFP_uM_Polynomial_Sarah_Oct_22
10.0,B4,105,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.13855923600441347,GFP_uM_Polynomial_Sarah_Oct_22
12.0,B4,88,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.12116189557257778,GFP_uM_Polynomial_Sarah_Oct_22
14.0,B4,98,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.13142058471944024,GFP_uM_Polynomial_Sarah_Oct_22
16.0,B4,103,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.13652317819812476,GFP_uM_Polynomial_Sarah_Oct_22
18.0,B4,96,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.12937456035616318,GFP_uM_Polynomial_Sarah_Oct_22
20.0,B4,109,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.14262283066196874,GFP_uM_Polynomial_Sarah_Oct_22
22.0,B4,97,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.13039792910181708,GFP_uM_Polynomial_Sarah_Oct_22
24.0,B4,98,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.13142058471944024,GFP_uM_Polynomial_Sarah_Oct_22
26.0,B4,89,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.12219098200525177,GFP_uM_Polynomial_Sarah_Oct_22
28.0,B4,73,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.10563944685907334,GFP_uM_Polynomial_Sarah_Oct_22
30.0,B4,43,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.07410630262795515,GFP_uM_Polynomial_Sarah_Oct_22
32.0,B4,36,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.06665410837309214,GFP_uM_Polynomial_Sarah_Oct_22
34.0,B4,31,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.06130908197970303,GFP_uM_Polynomial_Sarah_Oct_22
36.0,B4,35,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.06558657367018472,GFP_uM_Polynomial_Sarah_Oct_22
38.0,B4,40,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.07091690485818142,GFP_uM_Polynomial_Sarah_Oct_22
40.0,B4,39,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.06985230638240271,GFP_uM_Polynomial_Sarah_Oct_22
42.0,B4,40,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.07091690485818142,GFP_uM_Polynomial_Sarah_Oct_22
44.0,B4,37,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.0677209084916018,GFP_uM_Polynomial_Sarah_Oct_22
46.0,B4,47,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.07834858491844018,GFP_uM_Polynomial_Sarah_Oct_22
48.0,B4,50,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.08152262289542428,GFP_uM_Polynomial_Sarah_Oct_22
50.0,B4,42,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.07304390262921391,GFP_uM_Polynomial_Sarah_Oct_22
52.0,B4,36,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.06665410837309214,GFP_uM_Polynomial_Sarah_Oct_22
54.0,B4,46,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.07728911129800348,GFP_uM_Polynomial_Sarah_Oct_22
56.0,B4,51,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.08257917576545601,GFP_uM_Polynomial_Sarah_Oct_22
58.0,B4,53,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.08469009393253739,GFP_uM_Polynomial_Sarah_Oct_22
60.0,B4,58,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.0899546449225522,GFP_uM_Polynomial_Sarah_Oct_22
62.0,B4,55,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.08679809768060076,GFP_uM_Polynomial_Sarah_Oct_22
64.0,B4,62,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.09415320037545566,GFP_uM_Polynomial_Sarah_Oct_22
66.0,B4,60,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.09205537493410083,GFP_uM_Polynomial_Sarah_Oct_22
68.0,B4,66,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.09834014880338299,GFP_uM_Polynomial_Sarah_Oct_22
70.0,B4,71,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.10355754625443228,GFP_uM_Polynomial_Sarah_Oct_22
72.0,B4,79,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.1118678422516738,GFP_uM_Polynomial_Sarah_Oct_22
74.0,B4,74,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.10667931463070189,GFP_uM_Polynomial_Sarah_Oct_22
76.0,B4,79,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.1118678422516738,GFP_uM_Polynomial_Sarah_Oct_22
78.0,B4,76,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.10875688687129366,GFP_uM_Polynomial_Sarah_Oct_22
80.0,B4,85,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.11807033710523539,GFP_uM_Polynomial_Sarah_Oct_22
82.0,B4,81,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.1139382146219323,GFP_uM_Polynomial_Sarah_Oct_22
84.0,B4,90,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.12321935249594522,GFP_uM_Polynomial_Sarah_Oct_22
86.0,B4,94,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.12732568207378814,GFP_uM_Polynomial_Sarah_Oct_22
88.0,B4,88,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.12116189557257778,GFP_uM_Polynomial_Sarah_Oct_22
90.0,B4,95,Experiment,Lysate_009,Lysate_Characterisation_1,Timecourse_GFP,Synergy H1_22060313,29.0,50.0,2023-03-16,0.12835047813073475,GFP_uM_Polynomial_Sarah_Oct_22
